ETF类型,合约月份,行权价,贴水价值,年化贴水率,剩余天数,记录日期
500ETF,2509,5.75,-0.1159,-0.098,71,2025-07-15
科创50ETF,2507,1.1,0.0006,0.0261,8,2025-07-15
300ETF,2507,4.107,-0.0005,-0.0056,8,2025-07-15
科创50ETF,2507,1.25,0.0021,0.0914,8,2025-07-15
科创板50ETF,2507,0.9,0.0009,0.0402,8,2025-07-15
科创50ETF,2509,0.85,-0.0034,-0.0167,71,2025-07-15
500ETF,2509,6.25,-0.102,-0.0863,71,2025-07-15
500ETF,2509,7.25,-0.0935,-0.0791,71,2025-07-15
50ETF,2509,2.45,0.0025,0.0045,71,2025-07-15
500ETF,2509,5.0,-0.1075,-0.0909,71,2025-07-15
300ETF,2508,3.8,-0.0023,-0.0048,43,2025-07-15
50ETF,2512,2.7,0.0179,0.0141,162,2025-07-15
科创50ETF,2512,0.85,-0.0066,-0.0142,162,2025-07-15
50ETF,2509,2.85,0.0038,0.0068,71,2025-07-15
300ETF,2507,3.912,-0.0004,-0.0045,8,2025-07-15
500ETF,2512,7.0,-0.1782,-0.0661,162,2025-07-15
科创50ETF,2508,1.25,0.0037,0.03,43,2025-07-15
500ETF,2512,5.0,-0.2045,-0.0758,162,2025-07-15
500ETF,2508,5.0,-0.0579,-0.0809,43,2025-07-15
科创板50ETF,2512,1.05,-0.0098,-0.0216,162,2025-07-15
300ETF,2507,3.9,-0.0002,-0.0022,8,2025-07-15
科创50ETF,2508,1.15,0.0027,0.0219,43,2025-07-15
300ETF,2507,3.52,0.0023,0.0257,8,2025-07-15
300ETF,2508,3.6,0.0002,0.0004,43,2025-07-15
50ETF,2509,3.0,0.0056,0.0101,71,2025-07-15
科创板50ETF,2509,0.9,-0.003,-0.0151,71,2025-07-15
300ETF,2507,3.716,0.0018,0.0201,8,2025-07-15
科创板50ETF,2508,0.8,0.002,0.0166,43,2025-07-15
50ETF,2512,2.65,0.0201,0.0159,162,2025-07-15
300ETF,2509,4.3,-0.0018,-0.0023,71,2025-07-15
50ETF,2507,2.6,0.0007,0.0112,8,2025-07-15
300ETF,2509,3.9,-0.0049,-0.0062,71,2025-07-15
科创板50ETF,2512,1.2,-0.0075,-0.0165,162,2025-07-15
300ETF,2509,4.303,-0.0003,-0.0004,71,2025-07-15
科创50ETF,2508,1.05,0.0021,0.017,43,2025-07-15
科创板50ETF,2512,1.15,-0.0087,-0.0192,162,2025-07-15
300ETF,2512,4.107,-0.0163,-0.009,162,2025-07-15
50ETF,2509,2.9,0.0055,0.0099,71,2025-07-15
50ETF,2509,3.1,0.0068,0.0122,71,2025-07-15
500ETF,2512,6.0,-0.1957,-0.0726,162,2025-07-15
科创50ETF,2509,0.9,-0.0033,-0.0162,71,2025-07-15
科创板50ETF,2507,1.0,0.0001,0.0045,8,2025-07-15
300ETF,2512,3.716,-0.0177,-0.0098,162,2025-07-15
50ETF,2509,2.8,0.0038,0.0068,71,2025-07-15
科创板50ETF,2507,1.05,-0.0007,-0.0312,8,2025-07-15
300ETF,2507,3.6,0.0018,0.0201,8,2025-07-15
500ETF,2509,6.5,-0.1,-0.0846,71,2025-07-15
科创板50ETF,2509,0.85,-0.0041,-0.0206,71,2025-07-15
500ETF,2512,5.75,-0.1921,-0.0712,162,2025-07-15
300ETF,2509,3.6,-0.0044,-0.0055,71,2025-07-15
科创板50ETF,2507,0.95,0.0008,0.0357,8,2025-07-15
500ETF,2507,6.0,-0.0135,-0.1014,8,2025-07-15
500ETF,2509,4.9,-0.1075,-0.0909,71,2025-07-15
300ETF,2509,4.009,-0.0044,-0.0055,71,2025-07-15
300ETF,2509,3.716,-0.0041,-0.0052,71,2025-07-15
50ETF,2509,2.7,0.0033,0.0059,71,2025-07-15
科创50ETF,2507,1.0,-0.0002,-0.0087,8,2025-07-15
50ETF,2508,3.0,0.0063,0.0187,43,2025-07-15
500ETF,2507,5.0,-0.0058,-0.0435,8,2025-07-15
科创板50ETF,2509,1.15,-0.0033,-0.0166,71,2025-07-15
300ETF,2509,4.107,-0.0041,-0.0052,71,2025-07-15
500ETF,2507,5.5,-0.0078,-0.0586,8,2025-07-15
科创50ETF,2509,1.0,-0.0041,-0.0201,71,2025-07-15
500ETF,2508,5.5,-0.0627,-0.0876,43,2025-07-15
